UAL_promoter,Plate,Well,Strand,Type,Distance,Name,Genes,FeatureNo,Remove
yjiJ,AZ19,E9,-1,Operon,-97,yjiJ,yjiJ,1,
serA,AZ14,C3,-1,gene,-86,serA,serA,1,
serA,AZ14,C3,-1,Operon,-86,serA,serA,1,
yadG,AZ14,C2,1,gene,-51,yadG,yadG,1,
yadG,AZ14,C2,1,Operon,-50,yadGH,"yadG,yadH",1,
ybeZ,AZ14,C5,-1,gene,-29,ybeZ,ybeZ,1,
ybeZ,AZ14,C5,-1,Operon,-29,ybeZYX-lnt,"ybeZ,ybeY,ybeX,lnt",1,
gltJ,AZ14,C4,-1,gene,-82,gltJ,gltJ,1,
artP,AZ14,C7,-1,gene,-76,artP,artP,1,
artP,AZ14,C7,-1,Operon,-76,artPIQM,"artP,artI,artQ,artM",1,
modF,AZ14,C6,-1,gene,-95,modF,modF,1,
priC,AZ11,H12,-1,gene,-89,priC,priC,1,
priC,AZ11,H12,-1,Operon,-89,priC-ybaM,"priC,ybaM",1,
yaaW,AZ11,H11,-1,gene,-78,yaaW,yaaW,1,
yaaW,AZ11,H11,-1,Operon,-78,yaaW,yaaW,1,
yhgE,AZ11,H10,-1,gene,-94,yhgE,yhgE,1,
yhgE,AZ11,H10,-1,Operon,-94,yhgE,yhgE,1,
yfhL,AZ17,C4,1,gene,-82,yfhL,yfhL,1,
yfhL,AZ17,C4,1,Operon,-81,yfhL,yfhL,1,
smpA,AZ17,C5,1,gene,-241,bamE,bamE,1,
smpA,AZ17,C5,1,Operon,-240,bamE,bamE,1,
yfjI,AZ17,C6,1,gene,-86,yfjI,yfjI,1,
yfjI,AZ17,C6,1,Operon,-85,yfjI,yfjI,1,
yqaD,AZ17,C7,1,gene,519,csiD,csiD,1,TRUE
yqaD,AZ17,C7,1,Operon,520,csiD-lhgO-gabDTP,"csiD,lhgO,gabD,gabT,gabP",1,TRUE
yfgH,AZ17,C1,1,gene,-36,yfgH,yfgH,1,
yfgH,AZ17,C1,1,Operon,-35,yfgHI,"yfgH,yfgI",1,
yfhR,AZ17,C2,1,gene,-33,yfhR,yfhR,1,
yfhR,AZ17,C2,1,Operon,-32,yfhR,yfhR,1,
serA,AZ17,C3,-1,gene,-86,serA,serA,1,
serA,AZ17,C3,-1,Operon,-86,serA,serA,1,
mdtK,AZ15,H4,1,gene,-68,mdtK,mdtK,1,
mdtK,AZ15,H4,1,Operon,-67,mdtK,mdtK,1,
csiD,AZ17,C8,1,gene,22,csiD,csiD,1,
csiD,AZ17,C8,1,Operon,23,csiD-lhgO-gabDTP,"csiD,lhgO,gabD,gabT,gabP",1,
yncB,AZ17,C9,1,gene,58,curA,curA,1,
yncB,AZ17,C9,1,Operon,59,curA,curA,1,
yfhB,AZ14,G11,-1,gene,-137,pgpC,pgpC,1,
yfhB,AZ14,G11,-1,Operon,-137,pgpC-tadA,"pgpC,tadA",1,
b4285,AZ06,F9,1,Operon,-84,insO-2-yjhWV,"insO-2,yjhW,yjhV",1,
gcl,AZ06,F8,1,gene,-43,gcl,gcl,1,
gcl,AZ06,F8,1,Operon,-42,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,"gcl,hyi,glxR,ybbW,allB,ybbY,glxK",1,
pyrH,AZ06,F5,1,gene,-68,pyrH,pyrH,1,
pyrH,AZ06,F5,1,Operon,-67,pyrH,pyrH,1,
ynfE,AZ06,F4,1,gene,-79,ynfE,ynfE,1,
ynfE,AZ06,F4,1,Operon,-78,ynfEFGH-dmsD,"ynfE,ynfF,ynfG,ynfH,dmsD",1,
glnK,AZ06,F7,1,gene,-19,glnK,glnK,1,
glnK,AZ06,F7,1,Operon,-18,glnK-amtB,"glnK,amtB",1,
psiF,AZ06,F6,1,gene,-61,psiF,psiF,1,
folX,AZ06,F1,1,gene,-21,folX,folX,1,
folX,AZ06,F1,1,Operon,-20,folX-yfcH,"folX,yfcH",1,
uxuA,AZ15,H9,1,gene,-88,uxuA,uxuA,1,
uxuA,AZ15,H9,1,Operon,-87,uxuAB,"uxuA,uxuB",1,
ydfH,AZ06,F2,1,gene,-95,rspR,rspR,1,
ydfH,AZ06,F2,1,Operon,-94,ydfH,ydfH,1,
fes,AZ16,E2,1,gene,-145,fes,fes,1,
fes,AZ16,E2,1,Operon,-144,fes-ybdZ-entF-fepE,"fes,ybdZ,entF,fepE",1,
citC,AZ06,H7,-1,gene,12,citC,citC,1,
citC,AZ06,H7,-1,Operon,12,citCDEFXG,"citC,citD,citE,citF,citX,citG",1,
insA_7,AZ06,H6,1,gene,-54,insA,insA,1,
insA_7,AZ06,H6,1,Operon,-53,insA-7,insA-7,1,
ybjJ,AZ06,H5,-1,gene,-77,ybjJ,ybjJ,1,
ybjJ,AZ06,H5,-1,Operon,-77,ybjJI,"ybjJ,ybjI",1,
ybiH,AZ06,H4,-1,gene,-81,ybiH,ybiH,1,
ybiH,AZ06,H4,-1,Operon,-81,cecR-ybhGFSR,"cecR,ybhG,ybhF,ybhS,ybhR",1,
ybdH,AZ06,H3,-1,gene,-79,ybdH,ybdH,1,
ybdH,AZ06,H3,-1,Operon,-79,ybdH,ybdH,1,
pldB,AZ06,H2,1,gene,-91,pldB,pldB,1,
pldB,AZ06,H2,1,Operon,-90,pldB-yigL,"pldB,yigL",1,
lacZ,AZ06,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ06,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
insA_1,AZ13,G3,-1,gene,-73,insA,insA,1,
insA_1,AZ13,G3,-1,Operon,-73,insAB-1A-1B-1,"insA-1,insAB-1,insB-1",1,
udk,AZ06,H9,-1,gene,-46,udk,udk,1,
udk,AZ06,H9,-1,Operon,-46,udk-dcd,"udk,dcd",1,
pntA,AZ06,H8,-1,gene,-100,pntA,pntA,1,
pntA,AZ06,H8,-1,Operon,-100,pntAB,"pntA,pntB",1,
ygeQ,AZ10,B2,-1,gene,-57,ygeQ,ygeQ,1,
ygeQ,AZ10,B2,-1,Operon,-57,ygeQ,ygeQ,1,
mazG,AZ10,B1,-1,gene,-76,mazG,mazG,1,
narZ,AZ03,H12,-1,gene,-73,narZ,narZ,1,
narZ,AZ03,H12,-1,Operon,-73,narZYWV,"narZ,narY,narW,narV",1,
mfd,AZ10,B7,-1,gene,-68,mfd,mfd,1,
mfd,AZ10,B7,-1,Operon,-68,mfd,mfd,1,
glpA,AZ16,G9,1,gene,-22,glpA,glpA,1,
glpA,AZ16,G9,1,Operon,-21,glpABC,"glpA,glpB,glpC",1,
yncG,AZ16,G8,1,gene,-30,yncG,yncG,1,
yncG,AZ16,G8,1,Operon,-29,yncG,yncG,1,
shiA,AZ16,G7,1,gene,152,shiA,shiA,1,
shiA,AZ16,G7,1,Operon,153,shiA,shiA,1,
ppiA,AZ16,G6,-1,gene,-68,ppiA,ppiA,1,
ppiA,AZ16,G6,-1,Operon,-68,ppiA,ppiA,1,
pheM,AZ10,B8,-1,gene,-93,pheM,pheM,1,
yciI,AZ16,G4,-1,gene,0,yciI,yciI,1,
yciI,AZ16,G4,-1,Operon,0,yciI,yciI,1,
narX,AZ16,G3,-1,gene,-89,narX,narX,1,
narX,AZ16,G3,-1,Operon,-89,narXL,"narX,narL",1,
fepA,AZ16,G2,-1,gene,-77,fepA,fepA,1,
fepA,AZ16,G2,-1,Operon,-77,fepA-entD,"fepA,entD",1,
ycjY,AZ16,G1,-1,gene,-58,ycjY,ycjY,1,
ycjY,AZ16,G1,-1,Operon,-58,ycjY-ymjDC-mpaA,"ycjY,ymjD,ymjC,mpaA",1,
ppiC,AZ09,F9,-1,gene,-87,ppiC,ppiC,1,
ppiC,AZ09,F9,-1,Operon,-87,ppiC,ppiC,1,
plsB,AZ09,F4,-1,gene,-12,plsB,plsB,1,
plsB,AZ09,F4,-1,Operon,-12,plsB,plsB,1,
yjeK,AZ09,F5,-1,gene,-74,epmB,epmB,1,
yjeK,AZ09,F5,-1,Operon,-74,epmB,epmB,1,
ytfB,AZ09,F6,-1,gene,-49,ytfB,ytfB,1,
ytfB,AZ09,F6,-1,Operon,-49,ytfB,ytfB,1,
msrA,AZ09,F7,-1,gene,-70,msrA,msrA,1,
msrA,AZ09,F7,-1,Operon,-70,msrA,msrA,1,
hdfR,AZ09,F1,-1,gene,-79,hdfR,hdfR,1,
hdfR,AZ09,F1,-1,Operon,-79,hdfR,hdfR,1,
cysD,AZ09,F2,-1,gene,-85,cysD,cysD,1,
cysD,AZ09,F2,-1,Operon,-85,cysDNC,"cysD,cysN,cysC",1,
yaiE,AZ11,F11,1,gene,-57,yaiE,yaiE,1,
yaiE,AZ11,F11,1,Operon,-56,yaiE,yaiE,1,
prfC,AZ09,D7,1,gene,-34,prfC,prfC,1,
prfC,AZ09,D7,1,Operon,-33,prfC,prfC,1,
nuoM,AZ04,A1,-1,gene,-77,nuoM,nuoM,1,
rffC,AZ09,D5,1,gene,-200,wecD,wecD,1,
nagE,AZ17,C12,1,gene,-37,nagE,nagE,1,
nagE,AZ17,C12,1,Operon,-36,nagE,nagE,1,
frr,AZ09,D3,1,gene,-92,frr,frr,1,
frr,AZ09,D3,1,Operon,-91,frr,frr,1,
pyrB,AZ09,H4,-1,gene,-95,pyrB,pyrB,1,
yigI,AZ07,A1,-1,gene,-77,yigI,yigI,1,
yigI,AZ07,A1,-1,Operon,-77,yigI,yigI,1,
stfE,AZ15,D2,-1,Operon,-82,stfE-tfaE,"stfE,tfaE",1,
stfE,AZ15,D2,-1,gene,-46,stfE,stfE,1,
araD,AZ20,E4,-1,gene,-77,araD,araD,1,
gpp,AZ20,E5,-1,gene,-90,gpp,gpp,1,
gpp,AZ20,E5,-1,Operon,-90,gpp,gpp,1,
polB,AZ20,E6,-1,gene,-76,polB,polB,1,
polB,AZ20,E6,-1,Operon,-76,polB,polB,1,
uvrD,AZ20,E7,1,gene,-88,uvrD,uvrD,1,
uvrD,AZ20,E7,1,Operon,-87,uvrD,uvrD,1,
araB,AZ20,E1,-1,gene,-75,araB,araB,1,
araB,AZ20,E1,-1,Operon,-75,araBAD,"araB,araA,araD",1,
glnA,AZ20,E2,-1,gene,-71,glnA,glnA,1,
glnA,AZ20,E2,-1,Operon,-71,glnALG,"glnA,glnL,glnG",1,
ligB,AZ20,E3,-1,gene,-63,ligB,ligB,1,
ligB,AZ20,E3,-1,Operon,-63,ligB,ligB,1,
hdeD,AZ18,C11,1,gene,-99,hdeD,hdeD,1,
hdeD,AZ18,C11,1,Operon,-98,hdeD,hdeD,1,
yhjC,AZ18,C12,1,gene,35,yhjC,yhjC,1,
yhjC,AZ18,C12,1,Operon,36,yhjC,yhjC,1,
dnaK,AZ20,E8,1,gene,-66,dnaK,dnaK,1,
dnaK,AZ20,E8,1,Operon,-65,dnaK-tpke11-dnaJ,"dnaK,tpke11,dnaJ",1,
gmk,AZ20,E9,1,gene,-61,gmk,gmk,1,
gmk,AZ20,E9,1,Operon,-60,gmk,gmk,1,
menD,AZ07,A9,-1,gene,-95,menD,menD,1,
yecH,AZ17,D11,-1,gene,-76,yecH,yecH,1,
yecH,AZ17,D11,-1,Operon,-76,yecH,yecH,1,
ybcY,AZ15,B12,-1,gene,-323,ybcY,ybcY,1,
ybcY,AZ15,B12,-1,Operon,-253,ybcY,ybcY,1,
yliI,AZ07,E9,1,gene,-77,yliI,yliI,1,
yliI,AZ07,E9,1,Operon,-76,yliI,yliI,1,
mntR,AZ07,E8,1,gene,-94,mntR,mntR,1,
mntR,AZ07,E8,1,Operon,-93,mntR-ybiR,"mntR,ybiR",1,
hemG,AZ07,E7,1,gene,-99,hemG,hemG,1,
ycbB,AZ07,E6,1,gene,-69,ldtD,ldtD,1,
ycbB,AZ07,E6,1,Operon,-68,ldtD,ldtD,1,
ycbR,AZ07,E5,1,gene,-99,elfD,elfD,1,
ycbR,AZ07,E5,1,Operon,-98,elfDCG-ycbUVF,"elfD,elfC,elfG,ycbU,ycbV,ycbF",1,
ycjM,AZ07,E4,1,gene,1,ycjM,ycjM,1,
ycjM,AZ07,E4,1,Operon,2,ycjMNOPQRSTUV-ymjB,"ycjM,ycjN,ycjO,ycjP,ycjQ,ycjR,ycjS,ycjT,ycjU,ycjV,ymjB",1,
ycgM,AZ07,E3,1,gene,-42,ycgM,ycgM,1,
ycgM,AZ07,E3,1,Operon,-41,ycgM,ycgM,1,
mviN,AZ07,E2,1,gene,-85,murJ,murJ,1,
mviN,AZ07,E2,1,Operon,-84,murJ,murJ,1,
csgC,AZ07,E1,1,gene,-36,csgC,csgC,1,
rpmB,AZ19,E12,-1,gene,-76,rpmB,rpmB,1,
yjjL,AZ19,E10,-1,gene,-77,lgoT,lgoT,1,
yjjL,AZ19,E10,-1,Operon,-77,lgoT,lgoT,1,
rpsJ,AZ19,E11,-1,gene,-95,rpsJ,rpsJ,1,
rpsJ,AZ19,E11,-1,Operon,-95,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"rpsJ,rplC,rplD,rplW,rplB,rpsS,rplV,rpsC,rplP,rpmC,rpsQ",1,
asnA,AZ01,B12,1,gene,-87,asnA,asnA,1,
asnA,AZ01,B12,1,Operon,-86,asnA,asnA,1,
ygjG,AZ01,B10,1,gene,74,patA,patA,1,
ygjG,AZ01,B10,1,Operon,75,patA,patA,1,
argG,AZ01,B11,1,gene,-62,argG,argG,1,
argG,AZ01,B11,1,Operon,-61,argG,argG,1,
ego,AZ17,C11,1,gene,-42,lsrA,lsrA,1,
ego,AZ17,C11,1,Operon,-41,lsrACDBFG-tam,"lsrA,lsrC,lsrD,lsrB,lsrF,lsrG,tam",1,
ygaQ,AZ19,E1,1,gene,-79,ygaQ,ygaQ,1,
ygaQ,AZ19,E1,1,Operon,-78,ygaQ,ygaQ,1,
yaaJ,AZ02,H9,-1,gene,-70,yaaJ,yaaJ,1,
yaaJ,AZ02,H9,-1,Operon,-70,yaaJ,yaaJ,1,
yedW,AZ02,H8,-1,gene,-45,yedW,yedW,1,
yedW,AZ02,H8,-1,Operon,-45,yedWV,"yedW,yedV",1,
valV,AZ08,A8,1,gene,-93,valV,valV,1,TRUE
valV,AZ08,A8,1,Operon,-92,valVW,"valV,valW",1,
valV,AZ08,A8,1,gene,-12,valW,valW,2,
yeeI,AZ08,A9,1,gene,-57,mtfA,mtfA,1,
yeeI,AZ08,A9,1,Operon,-56,mtfA,mtfA,1,
yncD,AZ02,H3,-1,gene,-76,yncD,yncD,1,
yncD,AZ02,H3,-1,Operon,-76,yncD,yncD,1,
ycjW,AZ02,H2,-1,gene,-99,ycjW,ycjW,1,
ycjW,AZ02,H2,-1,Operon,-99,ycjW,ycjW,1,
lacZ,AZ02,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ02,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
prpB,AZ08,A5,1,gene,-85,prpB,prpB,1,
prpB,AZ08,A5,1,Operon,-84,prpBCDE,"prpB,prpC,prpD,prpE",1,
yeaT,AZ02,H7,-1,gene,-54,dmlR,dmlR,1,
yeaT,AZ02,H7,-1,Operon,-54,dmlR,dmlR,1,
b0671,AZ08,A3,-1,gene,-84,glnU,glnU,1,
ydiP,AZ02,H5,-1,gene,-99,ydiP,ydiP,1,
ydiP,AZ02,H5,-1,Operon,-99,ydiP,ydiP,1,
yhbQ,AZ08,A1,1,gene,-84,yhbQ,yhbQ,1,
yhbQ,AZ08,A1,1,Operon,-83,yhbQ,yhbQ,1,
yieE,AZ05,H6,1,gene,-29,yieE,yieE,1,
yieE,AZ05,H6,1,Operon,-28,yieEF,"yieE,yieF",1,
yjiX,AZ19,E8,-1,gene,-72,yjiX,yjiX,1,
yjiX,AZ19,E8,-1,Operon,-72,yjiXA,"yjiX,yjiA",1,
yibL,AZ05,H4,1,gene,-40,yibL,yibL,1,
yibL,AZ05,H4,1,Operon,-39,yibL,yibL,1,
yicH,AZ05,H5,1,gene,-87,yicH,yicH,1,
yicH,AZ05,H5,1,Operon,-86,yicH,yicH,1,
fabZ,AZ05,H2,1,gene,-97,fabZ,fabZ,1,
crl,AZ05,H3,1,gene,-33,crl,crl,1,
crl,AZ05,H3,1,Operon,-32,crl,crl,1,
lacZ,AZ05,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ05,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
yihX,AZ05,H8,1,gene,-65,yihX,yihX,1,
yihX,AZ05,H8,1,Operon,-64,yihXY-dtd-yiiD,"yihX,yihY,dtd,yiiD",1,
nadK,AZ05,H9,1,gene,-90,nadK,nadK,1,
nadK,AZ05,H9,1,Operon,-89,nadK,nadK,1,
rimL,AZ19,F9,1,gene,-61,rimL,rimL,1,
rimL,AZ19,F9,1,Operon,-60,rimL,rimL,1,
rpsA,AZ19,F8,1,gene,-58,rpsA,rpsA,1,
rrnH,AZ19,F5,1,gene,-59,rrsH,rrsH,1,
rrnH,AZ19,F5,1,Operon,-58,rrsH-ileV-alaV-rrlH-rrfH,"rrsH,ileV,alaV,rrlH,rrfH",1,
rmf,AZ19,F4,1,gene,-49,rmf,rmf,1,
rmf,AZ19,F4,1,Operon,-48,rmf,rmf,1,
rrlH,AZ19,F6,1,gene,-60,rrlA,rrlA,1,
rrlG,AZ19,F1,-1,gene,-81,rrlG,rrlG,1,
rpsG,AZ19,F2,-1,gene,-73,rpsG,rpsG,1,
hfq,AZ02,E12,1,gene,-41,hfq,hfq,1,
yijO,AZ02,E10,-1,gene,-68,yijO,yijO,1,
yijO,AZ02,E10,-1,Operon,-68,yijO,yijO,1,
pagB,AZ02,E11,-1,gene,-76,yjbD,yjbD,1,
pagB,AZ02,E11,-1,Operon,-76,yjbD,yjbD,1,
yegE,AZ06,G8,1,gene,-42,yegE,yegE,1,
yegE,AZ06,G8,1,Operon,-41,dgcE,dgcE,1,
yfeN,AZ06,G9,1,gene,-99,yfeN,yfeN,1,
yfeN,AZ06,G9,1,Operon,-98,yfeN,yfeN,1,
ybdL,AZ06,G2,1,gene,-52,ybdL,ybdL,1,
ybdL,AZ06,G2,1,Operon,-51,ybdL,ybdL,1,
rhlE,AZ06,G3,1,gene,-93,rhlE,rhlE,1,
rhlE,AZ06,G3,1,Operon,-92,rhlE,rhlE,1,
gloA,AZ06,G1,1,gene,-87,gloA,gloA,1,
dpiB,AZ06,G6,1,gene,-60,citA,citA,1,
dpiB,AZ06,G6,1,Operon,-59,dpiBA,"dpiB,dpiA",1,
ydgH,AZ06,G7,1,gene,-94,ydgH,ydgH,1,
ydgH,AZ06,G7,1,Operon,-93,ydgH,ydgH,1,
ybjK,AZ06,G4,1,gene,-55,rcdA,rcdA,1,
ybjK,AZ06,G4,1,Operon,-54,rcdA,rcdA,1,
yafS,AZ06,G5,1,gene,-25,yafS,yafS,1,
yafS,AZ06,G5,1,Operon,-24,yafS,yafS,1,
rcsA,AZ18,E9,1,gene,-54,rcsA,rcsA,1,
rcsA,AZ18,E9,1,Operon,-53,rcsA,rcsA,1,
lpp,AZ18,E8,1,gene,-35,lpp,lpp,1,
lpp,AZ18,E8,1,Operon,-34,lpp,lpp,1,
ompG,AZ18,E7,1,gene,-83,ompG,ompG,1,
ompG,AZ18,E7,1,Operon,-82,ompG,ompG,1,
fhuA,AZ18,E6,1,gene,-41,fhuA,fhuA,1,
fhuA,AZ18,E6,1,Operon,-40,fhuACDB,"fhuA,fhuC,fhuD,fhuB",1,
mrcB,AZ18,E5,1,gene,-43,mrcB,mrcB,1,
mrcB,AZ18,E5,1,Operon,-42,mrcB,mrcB,1,
murC,AZ18,E4,1,gene,-98,murC,murC,1,
rfaD,AZ18,E3,1,gene,-49,hldD,hldD,1,
rfaD,AZ18,E3,1,Operon,-48,rfaD-waaFCL,"rfaD,waaF,waaC,waaL",1,
slp,AZ18,E2,1,gene,-59,slp,slp,1,
slp,AZ18,E2,1,Operon,-58,slp-dctR,"slp,dctR",1,
amiA,AZ18,E1,1,gene,-41,amiA,amiA,1,
amiA,AZ18,E1,1,Operon,-40,amiA-hemF,"amiA,hemF",1,
entS,AZ14,B6,1,gene,-52,entS,entS,1,
entS,AZ14,B6,1,Operon,-51,entS,entS,1,
lolC,AZ14,B7,1,gene,-81,lolC,lolC,1,
lolC,AZ14,B7,1,Operon,-80,lolCDE,"lolC,lolD,lolE",1,
ybbL,AZ14,B4,1,gene,-67,fetA,fetA,1,
ybbL,AZ14,B4,1,Operon,-66,fetAB,"fetA,fetB",1,
kdsB,AZ14,B5,1,gene,-64,kdsB,kdsB,1,
ybiN,AZ14,B2,1,gene,-13,rlmF,rlmF,1,
ybiN,AZ14,B2,1,Operon,-12,rlmF,rlmF,1,
sbmA,AZ14,B3,1,gene,-58,sbmA,sbmA,1,
sbmA,AZ14,B3,1,Operon,-57,sbmA-yaiW,"sbmA,yaiW",1,
ybhQ,AZ14,B1,1,gene,-25,ybhQ,ybhQ,1,
ybhQ,AZ14,B1,1,Operon,-24,ybhQ,ybhQ,1,
pepT,AZ14,B8,1,gene,-85,pepT,pepT,1,
pepT,AZ14,B8,1,Operon,-84,pepT,pepT,1,
znuC,AZ14,B9,1,gene,-69,znuC,znuC,1,
znuC,AZ14,B9,1,Operon,-68,znuCB,"znuC,znuB",1,
uhpA,AZ16,F8,-1,gene,-79,uhpA,uhpA,1,
ydcI,AZ16,F9,-1,gene,-155,ydcI,ydcI,1,
ydcI,AZ16,F9,-1,Operon,-155,ydcI,ydcI,1,
glnH,AZ16,F4,-1,gene,-98,glnH,glnH,1,
glnH,AZ16,F4,-1,Operon,-98,glnHPQ,"glnH,glnP,glnQ",1,
hcaT,AZ16,F5,-1,gene,-90,hcaT,hcaT,1,
hcaT,AZ16,F5,-1,Operon,-90,hcaT,hcaT,1,
nanT,AZ16,F6,-1,gene,-41,nanT,nanT,1,
uhpT,AZ16,F7,-1,gene,-92,uhpT,uhpT,1,
uhpT,AZ16,F7,-1,Operon,-92,uhpT,uhpT,1,
yneH,AZ16,F1,-1,gene,-82,glsB,glsB,1,
yneH,AZ16,F1,-1,Operon,-82,yneHG,"yneH,yneG",1,
nohA,AZ16,F2,-1,gene,-270,nohQ,nohQ,1,
nohA,AZ16,F2,-1,Operon,-270,nohA-ydfN-tfaQ,"nohA,ydfN,tfaQ",1,
araF,AZ21,A10,-1,gene,-84,araF,araF,1,
araF,AZ21,A10,-1,Operon,-84,araFGH,"araF,araG,araH",1,
dgoR,AZ19,H7,-1,gene,-78,dgoR,dgoR,1,
dgoR,AZ19,H7,-1,Operon,-78,dgoRKADT,"dgoR,dgoK,dgoA,dgoD,dgoT",1,
rrnC,AZ19,H6,1,gene,-102,rrsC,rrsC,1,
rrnC,AZ19,H6,1,Operon,-101,rrsC-gltU-rrlC-rrfC,"rrsC,gltU,rrlC,rrfC",1,
rpsU,AZ19,H5,1,gene,-91,rpsU,rpsU,1,
rpsU,AZ19,H5,1,Operon,-90,rpsU-dnaG-rpoD,"rpsU,dnaG,rpoD",1,
rimJ,AZ19,H4,1,gene,-69,rimJ,rimJ,1,
rimJ,AZ19,H4,1,Operon,-68,rimJ,rimJ,1,
nudC,AZ19,H3,1,gene,-79,nudC,nudC,1,
nudC,AZ19,H3,1,Operon,-78,nudC-hemE-nfi,"nudC,hemE,nfi",1,
yiiR,AZ19,H2,1,gene,-62,yiiR,yiiR,1,
yiiR,AZ19,H2,1,Operon,-61,yiiR,yiiR,1,
lacZ,AZ19,H1,-1,gene,-91,lacZ,lacZ,1,
lacZ,AZ19,H1,-1,Operon,-91,lacZYA,"lacZ,lacY,lacA",1,
ychJ,AZ16,F11,-1,gene,-82,ychJ,ychJ,1,
ychJ,AZ16,F11,-1,Operon,-82,ychJ,ychJ,1,
yihU,AZ19,H9,-1,gene,-87,yihU,yihU,1,
yihU,AZ19,H9,-1,Operon,-87,yihUTS,"yihU,yihT,yihS",1,
yieG,AZ19,H8,-1,gene,-98,adeP,adeP,1,
yieG,AZ19,H8,-1,Operon,-98,adeP,adeP,1,
greA,AZ09,E9,-1,gene,-89,greA,greA,1,
greA,AZ09,E9,-1,Operon,-89,greA,greA,1,
glgS,AZ09,E8,-1,gene,-72,glgS,glgS,1,
glgS,AZ09,E8,-1,Operon,-72,glgS,glgS,1,
ycgK,AZ13,A8,-1,gene,-73,pliG,pliG,1,
ycgK,AZ13,A8,-1,Operon,-73,pliG,pliG,1,
ldhA,AZ13,A9,-1,gene,-81,ldhA,ldhA,1,
ldhA,AZ13,A9,-1,Operon,-81,ldhA,ldhA,1,
rnhA,AZ13,A2,-1,gene,-75,rnhA,rnhA,1,
rnhA,AZ13,A2,-1,Operon,-75,rnhA,rnhA,1,
dinJ,AZ13,A3,-1,gene,-95,dinJ,dinJ,1,
dinJ,AZ13,A3,-1,Operon,-95,dinJ-yafQ,"dinJ,yafQ",1,
tesB,AZ09,E3,-1,gene,-69,tesB,tesB,1,
tesB,AZ09,E3,-1,Operon,-69,tesB,tesB,1,
yafC,AZ13,A1,-1,gene,-100,yafC,yafC,1,
yafC,AZ13,A1,-1,Operon,-100,yafC,yafC,1,
vacJ,AZ09,E5,-1,gene,-87,mlaA,mlaA,1,
vacJ,AZ09,E5,-1,Operon,-87,mlaA,mlaA,1,
minC,AZ13,A7,-1,gene,-96,minC,minC,1,
minC,AZ13,A7,-1,Operon,-96,minCDE,"minC,minD,minE",1,
rfaH,AZ09,E7,-1,gene,-101,rfaH,rfaH,1,
rfaH,AZ09,E7,-1,Operon,-101,rfaH,rfaH,1,
ybiS,AZ13,A5,-1,gene,-74,ldtB,ldtB,1,
ybiS,AZ13,A5,-1,Operon,-74,ldtB,ldtB,1,
rcsF,AZ18,G11,-1,gene,-77,rcsF,rcsF,1,
rcsF,AZ18,G11,-1,Operon,-77,rcsF-trmO,"rcsF,trmO",1,
ycdO,AZ14,D12,1,gene,-43,efeO,efeO,1,
ycdO,AZ14,D12,1,Operon,-42,efeOB,"efeO,efeB",1,
ybdN,AZ14,D10,-1,gene,-95,ybdN,ybdN,1,
ybdN,AZ14,D10,-1,Operon,-95,ybdN,ybdN,1,
rihA,AZ14,D11,-1,gene,-71,rihA,rihA,1,
rihA,AZ14,D11,-1,Operon,-71,rihA,rihA,1,
fadE,AZ18,H12,-1,gene,-38,fadE,fadE,1,
fadE,AZ18,H12,-1,Operon,-38,fadE,fadE,1,
yhaK,AZ07,H8,1,gene,-59,yhaK,yhaK,1,
yhaK,AZ07,H8,1,Operon,-58,yhaKL,"yhaK,yhaL",1,
nanA,AZ18,H10,-1,gene,-98,nanA,nanA,1,
nanA,AZ18,H10,-1,Operon,-98,nanATEK-yhcH,"nanA,nanT,nanE,nanK,yhcH",1,
mreC,AZ18,H11,-1,gene,-80,mreC,mreC,1,
torT,AZ03,F1,1,gene,-76,torT,torT,1,
torT,AZ03,F1,1,Operon,-75,torT,torT,1,
leuA,AZ20,F1,-1,gene,-98,leuA,leuA,1,
ybbB,AZ18,G12,-1,gene,-95,mnmH,mnmH,1,
ybbB,AZ18,G12,-1,Operon,-95,ybbB,ybbB,1,
yiiU,AZ20,F5,1,gene,-55,zapB,zapB,1,
yiiU,AZ20,F5,1,Operon,-54,zapB,zapB,1,
hlyE,AZ20,F4,-1,gene,-65,hlyE,hlyE,1,
hlyE,AZ20,F4,-1,Operon,-65,hlyE,hlyE,1,
gltB,AZ20,F7,1,gene,-1,gltB,gltB,1,
araC,AZ20,F6,1,gene,-83,araC,araC,1,
araC,AZ20,F6,1,Operon,-82,araC,araC,1,
dnaJ,AZ20,F8,1,gene,-96,dnaJ,dnaJ,1,
ydcR,AZ17,H7,1,gene,-64,ydcR,ydcR,1,
ydcR,AZ17,H7,1,Operon,-63,ydcR,ydcR,1,
glpD,AZ03,F8,1,gene,-35,glpD,glpD,1,
glpD,AZ03,F8,1,Operon,-34,glpD,glpD,1,
